aid,build_buguize,avg_height,std_dev_height,shape_coefficient_sum,jiaochakou,mean_kuai,shape_index,TotalDensity,value_x,duanbofushe,fengsu,jiangshuiliang,pingjundiwen,qiya,rizhaodanweishu,wendu,shidu,zhengfaliang,gdp,dengguang,ndvi,mean_SVF,zuidiqiwen,zuigaoqiwen,ydl,X,X2,Y,value_y,FID_1,gaodu,area,beijing_GF_midu,beijing_JT_midu,beijing_JZ_midu,beijing_LD_midu,beijing_SY_midu,beijing_TCC_midu,poi_hhd,p_cd,p_gyyd,p_gggl,p_gc,p_jt,p_ld,p_nd,p_sl,p_sy,p_sd,p_st,p_zzyd,landuse_hhd,road_length,road_density,population,population_density,bus_coverage_area,subway_coverage_area,wgarea,building_density,building_area,floor_area_ratio,Mean patch size,Percent cover of landscape,Administrative fraction,Sport and cultural fraction
1571,0,0,0,0,0,6640.564399,25.43945815,0.044824713,35.79999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,9.166671753,6051.811182,1,-2.566583849,11.80700646,20002328.58,426312.1369,116.1383522,39.87179816,35.79999924,0,0,0.126170724,0,7.925768924,0,0,7.925768924,0,0.69314718,0.004911387,0,0.168496405,0.009404973,0,0,0.449088505,0.239319362,0,0,0,0,1.071791106,0.253483666,2.009052965,18,0.142663841,0.235804626,0,0.126170724,0,0,0,6640.564399,0,0,0
1572,0.711187989,29.65980284,9.134417974,1.992588487,0,19599.29716,58.89349125,0.032975501,37,5563.433105,1.776363492,585.210083,15.20541191,1005.743652,2510.37085,13.23189545,13.23189545,1400.485229,32730,10.6096638,7726,0.977867532,-1.409305096,13.16215038,18559172,426902.8986,116.1452225,39.87481761,37,0,0,0.901567669,2.218358164,1.109179082,0,1.109179082,2.218358164,0,1.329661348,0.00753314,0,0.813884892,0.002632233,0,0,0.548912372,0.24884805,0,0,0,0,0.895441674,1.081708613,1.199808567,228,0.252892831,0.867726514,0,0.901567669,0.005551184,0.038865105,0.043108362,19599.29716,1.992588487,0,1.109179082
1573,0.585826464,46.20152936,26.75014125,15.31390337,3,24339.38345,36.16458462,0.022133851,38.20000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,28188,12.06023947,8081,0.916951429,-1.428503752,13.14343929,19498410,427738.8794,116.1549959,39.87499902,38.20000076,0,0,0.949235954,4.213915393,6.32087309,3.160436545,0,12.64174618,4.213915393,1.472274162,0.001249981,0.01904331,0.840045618,0,0,0,0.393986398,0.039310295,0,0,0,0.046824458,0.867745107,3.78048246,3.982658307,289,0.304455387,1.6327518,0,0.949235954,0.019620173,0.247398545,0.260629135,24339.38345,15.31390337,0.046824458,0
1574,0.553604575,37.39505751,27.20078133,95.99858217,3,18254.48235,62.08762842,0.028425132,38.90000153,5563.759766,1.760041595,582.4317627,15.31752586,1007.894409,2508.569824,13.3497858,13.3497858,1402.576904,118852.678,15.15992117,7147,0.70817125,-1.51341176,13.04399776,19933202,428594.0473,116.1649959,39.87499902,38.90000153,0,0,0.949233082,12.64178443,10.53482036,1.053482036,22.12312276,23.1766048,7.374374253,1.572596332,0,0.140509402,0.647076771,0,0,0.003125154,0.306060656,0.146835502,0,0,0,0.096428498,1.445044473,5.487785584,5.781283531,593,0.624714847,2.371019742,0,0.949233082,0.076226325,0.794948696,0.837464171,18254.48235,95.99858217,0.096428498,22.12312276
1575,0.637265505,38.47427873,41.24795508,66.7057053,4,29663.44512,42.38120395,0.022407606,39.59999847,5562.765137,1.762442231,584.2109985,15.32074928,1007.973389,2509.141113,13.3553381,13.3553381,1402.050171,4971,15.60450006,6443,0.788417143,-2.566583849,11.80700646,20064616,429449.2149,116.1749959,39.87499902,39.59999847,0,0,0.949230244,12.64182223,3.160455558,1.053485186,10.53485186,6.320911117,0,1.375388265,0.000624999,0.537309807,0.373876824,0,0,0.001249948,0.583199884,0,0,0,0.000624986,0,1.033650857,7.340236861,7.732830795,340,0.358184963,1.122667727,0.048751871,0.949230244,0.057028005,0.612460212,0.64521776,29663.44512,66.7057053,0,10.53485186
1576,0.614578754,31.94302956,14.63343007,81.15041729,0,27918.45411,35.11284375,0.022453287,40.09999847,5562.637695,1.753250241,583.1021729,15.38791084,1009.288269,2508.453369,13.42724037,13.42724037,1403.093994,122407,11.39798558,6627,0.76328875,-1.491633773,13.0751791,20002328.58,430304.3821,116.1849959,39.87499902,40.09999847,0,0,0.94922744,16.85581277,4.213953192,0,52.6744149,10.53488298,3.160464894,1.143787173,0.005624706,0.112674624,0.740077686,0,0,0,0.486156941,0,0,0.004995193,0.106083325,0,1.112999771,4.311633327,4.542255255,466,0.490925547,0.933037764,0.250996246,0.94922744,0.033295399,0.288557872,0.303992341,27918.45411,81.15041729,0,52.6744149
1577,0.547564071,33.93569903,17.27635143,20.28180109,0,27120.70486,35.80743615,0.024084576,40.59999847,5561.536133,1.758190155,585.2353516,15.37358379,1009.048767,2509.572021,13.41480541,13.41480541,1402.174072,128561,8.40054214,6093,0.931874286,-1.393591762,13.19966602,21191432,431159.5489,116.1949959,39.87499902,40.59999847,0,0,0.94922467,6.320948233,0,0,20.01633607,0,0,0.551079928,0.004354382,0.036192999,0.55254062,0,0,0.003750257,0.377661698,0.000625029,0,0.00562503,0.428034768,0,1.257236603,1.251204955,1.318133625,98,0.103242154,0.032264367,0.408412244,0.94922467,0.019468549,0.177279259,0.18676217,27120.70486,20.28180109,0,20.01633607
1578,0.456801933,29.08674671,12.00207091,100.8646819,1,16950.39168,50.79012414,0.020683654,40.90000153,5560.487305,1.763040543,587.1342163,15.35870457,1008.805176,2510.79541,13.40174007,13.40174007,1401.253784,122922,15.02564216,6052,0.674865,-1.432243109,13.1563406,21270574,432014.7153,116.2049959,39.87499902,40.90000153,0,0,0.949221934,1.053494408,2.106988816,0,0,8.427955266,1.053494408,0.983087758,0.006885385,0.724949872,0.121329399,0,0,0.002469048,0.2331682,0,0,0,0.032685531,0.001687498,1.000274591,1.741969848,1.835155494,588,0.619454712,0,0.213363267,0.949221934,0.177832006,1.397383307,1.4721355,16950.39168,100.8646819,0.001687498,0
1579,0.715477228,30.60270641,15.35804019,150.5287997,2,19775.40069,41.79281491,0.019313403,41.29999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,14.03043628,4592,0.611264789,-1.425051928,13.16899109,21145324,432869.8814,116.2149959,39.87499902,41.29999924,0,0,0.949219233,12.64196888,5.267487032,4.213989626,2.106994813,48.46088069,3.160492219,1.162626087,0.007510006,0.720517429,0.119205884,0,0,0.020030837,0.234964645,0,0.08347588,0,0,0,1.152371383,2.199080762,2.31672588,1259,1.326353235,0.886653216,0,0.949219233,0.225516277,1.875668778,1.976012193,19775.40069,150.5287997,0,2.106994813
1580,0.530955805,47.560672,33.41607707,111.1104049,7,14831.50884,75.79311439,0.022173049,41.40000153,5559.971191,1.761181235,587.1686401,15.38104439,1009.281067,2511.330078,13.4270792,13.4270792,1401.249756,132450,28.23770428,5366,0.591881013,-1.422722459,13.17543221,21615192,433725.0471,116.2249959,39.87499902,41.40000153,0,0,0.949216566,113.7780396,47.4075165,16.85600587,0,210.7000733,43.19351503,1.300910008,0.00746879,0.065064759,0.134164141,0,0,0.020612809,0.178241827,0.003114744,0.108234128,0,0.013749486,0.528211404,1.525971713,8.02173093,8.450896476,3743,3.943251872,3.232060441,0.349886746,0.949216566,0.192386947,2.466134546,2.598073648,14831.50884,111.1104049,0.528211404,0
1581,0.529563716,33.57212326,17.84516593,119.9630559,4,15820.23221,48.96120425,0.023956311,41.5,5560.523438,1.765172601,591.6931152,15.37177372,1009.337708,2512.733154,13.43538952,13.43538952,1400.427734,75554,24.74621201,6051.811182,0.67162,-1.506381392,13.07618427,21840678,434580.2124,116.2349959,39.87499902,41.5,0,0,0.949213933,25.28407893,20.01656249,5.267516444,0,40.03312498,14.74904604,1.450771198,0.003155781,0,0.133879453,0,0,0.005000086,0.289993876,0.001249979,0.002280951,0,0.002489683,0.71449571,0.950209692,5.514886695,5.809951271,917,0.966062516,2.882758434,3.039525086,0.949213933,0.148336686,1.378673945,1.452437536,15820.23221,119.9630559,0.71449571,0
1629,0,0,0,0,0,17109.69713,36.36717073,0.033403397,37.29999924,5560.395508,1.787673235,581.508606,15.10026264,1003.486511,2511.439941,13.0910368,13.0910368,1398.857788,26263,8.0342206,6051.811182,1,-1.622870684,12.88960171,17182128,426173.1069,116.136815,39.86474231,37.29999924,0,0,0.5988394,0,0,0,0,0,0,0,0.004950528,0,0.407054519,0,0,0,0.538748692,0.267350536,0,0,0,0,1.078049332,0.177314435,0.296096808,11,0.018368865,0.21224783,0,0.5988394,1.87E-05,0.000183104,0.000305765,17109.69713,0,0,0
1630,0.876090832,41.86324684,31.97758274,17.55228251,0,21097.22435,43.59453316,0.021083545,38.5,5561.342773,1.784189463,584.2174072,15.15352154,1004.608154,2511.166992,13.16259098,13.16259098,1399.341919,28512,7.958412409,7726,0.935453333,-1.637142301,12.87712574,17688841,426873.0928,116.1449959,39.86499902,38.5,0,0,0.949375096,2.106648899,2.106648899,0,0,2.106648899,1.053324449,1.351783994,0.003749933,0.01326287,0.877265466,0,0,0,0.500515225,0.028826038,0,0,0.003124874,0,0.659825322,0.35170656,0.370461119,189,0.199078321,0.63770491,0,0.949375096,0.010263949,0.12111523,0.127573633,21097.22435,17.55228251,0,0
1631,0.670837015,44.9701606,29.61950301,64.10273216,3,16368.486,49.78509939,0.024356259,39.20000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,27325,11.92851059,8081,0.713164,-1.529516816,13.01394939,18818992,427728.3854,116.1549959,39.86499902,39.20000076,0,0,0.949372188,4.213310702,6.319966054,6.319966054,1.053327676,10.53327676,1.053327676,1.543913724,0.003750077,0.384251304,0.538271306,0.000625003,0,0.001250035,0.392512651,0.011888626,0,0,0.005004847,0,1.181114008,3.137067409,3.304359922,625,0.658329797,2.554367247,0,0.949372188,0.058437334,0.715268539,0.753412147,16368.486,64.10273216,0,1.053327676
1632,0.718007367,60.20925475,38.55419544,50.65415559,0,15312.40829,65.66610137,0.017544948,40,5561.137695,1.775551081,583.1745605,15.22272396,1005.932251,2510.308838,13.23584461,13.23584461,1400.38623,118852.678,22.90183894,7147,0.8074875,-1.548444033,12.99543858,19058246,428583.6775,116.1649959,39.86499902,40,0,0,0.949369314,8.426646911,6.319985184,3.159992592,0,23.17327901,4.213323456,1.337245756,0,0.951647934,0.001339276,0,0,0.009375408,0.153080846,0.000625038,0,0,0.001250004,0,0.400071551,1.289804043,1.358590407,1345,1.416730012,1.704639527,0.359150183,0.949369314,0.048330041,0.783357876,0.825135028,15312.40829,50.65415559,0,0
1633,1.580501301,43.93969675,36.5575166,15.92044738,3,26371.29097,30.05360893,0.021691662,40.29999924,5561.112793,1.764725447,581.6520386,15.30165672,1007.458374,2509.32373,13.31958199,13.31958199,1401.692139,36768,21.49805355,6443,0.953954286,-2.566583849,11.80700646,21110572,429438.9693,116.1749959,39.86499902,40.29999924,0,0,0.949366475,3.160002043,3.160002043,1.053334014,0,5.266670072,1.053334014,1.43888295,0.000624963,0.814350929,0,0,0,0,0.517490808,0.000625005,0,0,0,0.132939928,0.785618219,6.216951207,6.548526172,110,0.115866742,1.612031073,1.092654729,0.949366475,0.012694662,0.176415567,0.185824517,26371.29097,15.92044738,0.132939928,0
1634,1.089254889,38.23771018,31.4728525,74.29528236,3,27922.46087,35.92603633,0.019566458,40.40000153,5560.657227,1.76036036,581.6193848,15.34205723,1008.256653,2509.233398,13.36363697,13.36363697,1402.081421,32601,27.73402977,6627,0.8013125,-1.536739349,13.01429749,20753120,430294.2607,116.1849959,39.86499902,40.40000153,0,0,0.94936367,6.320022761,6.320022761,5.266685634,0,6.320022761,2.106674254,1.55146965,0.001250052,0.85341439,0.079712646,0,0,0,0.323703207,0,0,0,0,0.012467801,0.765030539,7.873874374,8.293844209,404,0.425548199,2.196057407,1.879777464,0.94936367,0.059297335,0.640533417,0.674697629,27922.46087,74.29528236,0.012467801,0
1635,0.573339443,31.88025551,12.86167198,46.19698098,1,13004.94382,90.05173347,0.037983978,40.90000153,5560.592773,1.751103163,580.2681274,15.40876007,1009.567383,2508.67627,13.43500519,13.43500519,1403.125,70883,15.14309518,6093,0.791242857,-1.413275242,13.16997719,21759984,431149.5517,116.1949959,39.86499902,40.90000153,0,0,0.949360899,8.42672161,3.160020604,2.106680403,13.69342262,5.266701006,2.106680403,1.554220011,0.042468463,0.208726027,0.58093805,0,0,0.004388397,0.316901432,0,0,0,0.196089571,0,1.484150942,4.520377379,4.761495218,282,0.297041937,0.157019642,1.50585247,0.949360899,0.035062994,0.311573045,0.328192414,13004.94382,46.19698098,0,13.69342262
1636,0.450361454,30.7026753,12.64621081,16.97038886,3,12017.19192,75.24930278,0.030514394,41,5559.418945,1.757912159,582.6013184,15.38323879,1009.117126,2510.149658,13.41088772,13.41088772,1401.942871,125934,19.95366732,6052,0.90246875,-1.375797749,13.22001171,21064080,432004.8424,116.2049959,39.86499902,41,0,0,0.949358162,0,0,0,1.053343238,2.106686476,0,0.636514168,0.029405325,0.113249168,0.442214228,0,0,0.002479275,0.350171371,0,0,0.005625061,0.213867161,0.045340782,1.59279985,7.772821447,8.18744891,446,0.469791084,0,0.94584228,0.949358162,0.042401522,0.366228067,0.385763858,12017.19192,16.97038886,0.045340782,1.053343238
1637,0.555145764,31.85205195,13.57356328,105.2796642,1,16090.77049,68.42913275,0.021263657,40.79999924,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,33.81540934,4592,0.678404286,-1.393883824,13.201684,21456462,432860.1326,116.2149959,39.86499902,40.79999924,0,0,0.949355459,7.373423655,0,0,1.053346236,31.60038709,0,0.593973199,0.003140185,0.250288727,0.007741378,0,0,0.008145475,0.214233478,0,0,0,2.07E-05,0.537519015,1.105574706,6.541064889,6.890006083,648,0.682568361,0.17849493,1.084844684,0.949355459,0.131929294,1.147187344,1.208385471,16090.77049,105.2796642,0.537519015,1.053346236
1638,0.582233527,40.07834403,23.45335082,83.62620535,4,18256.78444,48.37733793,0.023684684,41.40000153,5558.776367,1.758003592,583.0926514,15.39491272,1009.386292,2510.930664,13.42520523,13.42520523,1401.677002,81007,38.33472951,5867,0.660925,-1.411758542,13.18336582,21613722,433715.4225,116.2249959,39.86499902,41.40000153,0,0,0.949352791,7.37344438,11.58684117,3.160047591,0,15.80023796,6.320095183,1.483732338,0.001875061,0.00604465,0.295640633,0,0,0.004375117,0.292492633,0,0,0,0,0.538867968,1.119428617,4.810083016,5.066697083,786,0.827932469,3.562266628,4.447528156,0.949352791,0.134861434,1.47440505,1.553063376,18256.78444,83.62620535,0.538867968,0
1639,0.549248012,41.97727012,29.17950655,114.0743001,5,16952.68137,45.45182744,0.021123722,41.70000076,5558.189453,1.758066416,583.3290405,15.40604877,1009.651489,2511.813965,13.43883133,13.43883133,1401.410889,78618,35.3540891,6051.811182,0.641393421,-2.566583849,11.80700646,21998780,434570.7121,116.2349959,39.86499902,41.70000076,0,0,0.949350157,24.22709876,15.8002818,15.8002818,1.05335212,51.61425387,12.64022544,1.493836933,0.00687462,0,0.143764327,0,0,0.003124822,0.335698405,0,0,0.000625003,0.003114714,0.791594506,0.905120005,4.269634862,4.497428933,1785,1.880233534,3.348870265,8.599501011,0.949350157,0.172599529,1.972662485,2.077908211,16952.68137,114.0743001,0.791594506,1.05335212
1686,0,0,0,0,0,9248.678009,33.22594425,0.039547561,37.09999847,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,10.83473873,6051.811182,1,-2.566583849,11.80700646,16622629,425353.1762,116.1273858,39.85232267,37.09999847,0,0,0.258962984,0,0,0,0,3.861555747,0,-1.00E-10,0.000277623,0,0.247853473,0,0,0,0.386292157,0.331818888,0,0,0,0,1.081486146,0.034900764,0.134771246,13,0.050200225,0.2410689,0,0.258962984,0,0,0,9248.678009,0,0,0
1687,0.609471731,37.73741664,20.67711251,7.520864158,2,17497.91683,48.01974171,0.0272623,38.59999847,5559.154297,1.783595204,578.0377197,15.11115551,1003.590271,2510.895752,13.08704758,13.08704758,1399.289307,27390,13.55914831,8353,0.954863158,-1.810159564,12.65421677,17701750,426022.348,116.1351768,39.85482909,38.59999847,0,0,0.909891675,1.099031926,0,1.099031926,1.099031926,13.18838311,0,0.720124881,0.003261199,0.313511484,0.295760081,0,0,0,0.410243696,0.107310843,0,0,0,1.71E-05,1.347854685,3.879290026,4.263463588,80,0.087922554,0.44265068,0,0.909891675,0.016414519,0.161631182,0.177637829,17497.91683,7.520864158,1.71E-05,1.099031926
1688,0.752184569,30.41782974,11.49827859,57.63933368,1,16370.8845,55.25540898,0.021139477,40.20000076,5559.069824,1.794600129,584.0457153,15.08439922,1003.161804,2512.335693,13.07557964,13.07557964,1397.807739,43413,8.851231456,7767,0.806377143,-1.758455038,12.72268295,20002328.58,426862.4768,116.1449959,39.85499902,40.20000076,0,0,0.949511301,1.053173352,1.053173352,0,0,17.90394699,0,0.409458618,0.006252229,0.842354965,0.103924432,0,0,0.023124627,0.305008063,0.014947987,0,0,0,0,0.923640505,0.563418124,0.593376955,514,0.541331103,0.629819628,0,0.949511301,0.102922417,0.862212446,0.908059171,16370.8845,57.63933368,0,0
1689,0.63630121,31.97852064,20.57211167,124.0563266,0,13963.35871,63.96791325,0.027686718,40.70000076,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,46592,8.79987967,6022,0.760435,-1.56964016,12.95909595,17985746,427717.8936,116.1549959,39.85499902,40.70000076,0,0,0.949508392,9.47858921,2.106353158,0,1.053176579,17.90400184,0,0.976746091,0.001250082,0.641865202,0.258625601,0,0,0.00250007,0.341251985,0.061909847,0,0,0.004370241,0,1.220554771,0,0,431,0.453919105,1.532997092,0,0.949508392,0.11080222,0.965034537,1.016351772,13963.35871,124.0563266,0,1.053176579
1690,0.52232753,37.1089571,22.48742646,91.98134048,1,16955.45566,51.58011961,0.023773023,40.5,5560.859863,1.758468747,576.2630005,15.3101244,1007.483337,2508.221191,13.31066418,13.31066418,1402.648438,118852.678,13.90982795,5402,0.640201333,-1.507375836,13.04017162,21572200,428573.3099,116.1649959,39.85499902,40.5,0,0,0.949505517,18.95723582,5.265898838,4.212719071,1.053179768,24.22313466,2.106359535,1.3453538,0.000625029,0.54601643,0.378878111,0,0,0.001250024,0.338199495,0.009374754,0,0,0,0.001393585,1.130672029,0.529304215,0.55745249,1976,2.081083221,2.193369195,0.663932514,0.949505517,0.14995572,1.524488563,1.605560511,16955.45566,91.98134048,0.001393585,1.053179768
1691,0.686250069,42.50625962,31.4820428,43.40108135,3,15314.5593,66.32104456,0.026394474,40.29999924,5558.408203,1.771495819,578.960083,15.24941063,1006.271362,2510.112915,13.24161577,13.24161577,1400.635315,44802,20.76030617,5337,0.813165333,-2.566583849,11.80700646,20760208,429428.7259,116.1749959,39.85499902,40.29999924,0,0,0.949502676,4.212731674,8.425463349,5.265914593,1.053182919,14.74456086,4.212731674,1.563522288,0.003749932,0.139500425,0.086431968,0,0,0.001875018,0.254461187,0.014969453,0,0,0.006250353,0.63444068,1.250667001,4.212754161,4.436800723,819,0.86255681,4.325664598,1.111940795,0.949502676,0.067067305,0.75822071,0.7985451,15314.5593,43.40108135,0.63444068,1.053182919
1692,0.618941368,35.28784513,22.3320768,108.9141275,1,13564.28386,102.769783,0.021310064,40.70000076,5558.623779,1.758256495,576.6158447,15.34137249,1008.051819,2508.989014,13.33872652,13.33872652,1402.268127,52334,26.02862469,5411,0.64601,-1.449970603,13.11509895,20976504,430284.1415,116.1849959,39.85499902,40.70000076,0,0,0.94949987,30.54239491,20.0105346,13.69141841,0,68.45709205,13.69141841,1.397641015,0.006877478,0.23939937,0.248090409,0,0,0.014999601,0.069402266,0.019417772,0,0,0.000624961,0.370424684,1.41949177,3.678663357,3.874316862,1620,1.706161371,2.594056775,1.879483594,0.94949987,0.134745222,1.330109532,1.400852779,13564.28386,108.9141275,0.370424684,0
1693,0.5856108,40.53588284,24.16228507,81.99199446,2,20202.06591,68.13770118,0.015314826,41.09999847,5558.341797,1.752471507,575.9664001,15.38949203,1009.001129,2508.869507,13.39060926,13.39060926,1402.853455,40353,19.13384803,6173,0.724964286,-1.41263485,13.16521168,20544300,431139.5567,116.1949959,39.85499902,41.09999847,0,0,0.949497098,4.212756426,3.159567319,1.053189106,0,11.58508017,2.106378213,1.301467358,0.005008824,0.804699525,0.081003261,0,0,0.008113964,0.156089639,0.001874978,0,0,0,0.018866564,0.820614008,3.238598362,3.410856515,179,0.18852085,0.631533782,1.832091614,0.949497098,0.182344298,2.000291915,2.106685654,20202.06591,81.99199446,0.018866564,0
1694,0.874132176,43.20038221,35.46321876,42.6907962,0,21579.41727,59.32735968,0.023502149,41.20000076,5557.734619,1.751804292,576.401947,15.40731668,1009.377777,2509.470581,13.41120863,13.41120863,1402.718567,56715,20.02886327,6415,0.85555875,-1.334522367,13.2650938,20673894,431994.9715,116.2049959,39.85499902,41.20000076,0,0,0.94949436,2.106384287,2.106384287,1.053192143,2.106384287,6.319152861,2.106384287,1.621667917,0.006243496,0.020434403,0.777042342,0,0,0.021238567,0.442528193,0.003125067,0,0,0.126688454,0,1.029560095,2.47413387,2.605738354,160,0.168510743,0,1.035240038,0.94949436,0.04432436,0.529564661,0.557733341,21579.41727,42.6907962,0,2.106384287
1695,0.53164243,35.65337727,15.7445714,161.8533624,3,14607.56394,67.82462431,0.023822252,41.40000153,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,22.36581739,5489,0.658274286,-1.362675309,13.23444653,20002328.58,432850.3859,116.2149959,39.85499902,41.40000153,0,0,0.949491656,9.478756283,0,2.106390285,3.159585428,30.54265913,0,0.921462174,0.011245079,0.011687756,0.185752126,0,0,0.006270403,0.095053925,0,0,0.001250088,0.160801778,0.514755798,1.314710986,2.64200801,2.782550003,1123,1.182738145,0.000334907,2.430073112,0.949491656,0.131097029,1.273537359,1.341283361,14607.56394,161.8533624,0.514755798,3.159585428
1696,0.534437637,36.54424605,17.84201742,258.4304847,1,21579.29515,44.03423534,0.015412692,41.79999924,5556.907227,1.754864991,577.5516052,15.40297079,1009.336884,2510.622437,13.40886259,13.40886259,1402.059814,76152.5,30.40849336,5537,0.562193103,-1.492022634,13.07947159,21437920,433705.8,116.2249959,39.85499902,41.79999924,0,0,0.949488987,34.75553742,2.106396207,7.372386725,4.212792414,131.649763,2.106396207,0.870845907,0.007489761,0.013088794,0.005835582,0,0,0.004374912,0.078145952,0,0,0,0,0.88570384,0.453898513,1.148776783,1.209889529,4917,5.178575075,0.962772888,4.92541323,0.949488987,0.251121291,2.50678003,2.640135974,21579.29515,258.4304847,0.88570384,4.212792414
1744,0,0,0,0,1,11981.26454,25.45610203,0.03922759,37.5,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,118852.678,8.432214737,6051.811182,1,-2.566583849,11.80700646,13255723,424501.2028,116.1175519,39.8425228,37.5,0,0,0.26358782,0,0,0,0,3.793802006,0,-1.00E-10,0,0,0.003513215,0,0.392960936,0,0.57004143,0.18241789,0,0,0,0,1.017662686,0.254653561,0.966105191,34,0.128989268,0.066723627,0,0.26358782,0,0,0,11981.26454,0,0,0
1745,0,0,0,0,0,21942.2704,43.09189627,0.028274101,38.70000076,5559.108643,1.763755381,569.0349426,15.17620945,1004.73819,2508.487915,13.13132191,13.13132191,1401.84082,29406,6.955417156,6051.811182,1,-2.018537045,12.38766384,16328069,425151.5827,116.1251238,39.84487165,38.70000076,0,0,0.921575357,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450777019,0.511927713,0,0,0,0.014823112,0.764372153,0,0,45,0.048829431,0.076230726,0,0.921575357,0,0,0,21942.2704,0,0.014823112,0
1746,0.626219054,26.85978499,7.02931066,24.06979298,1,26379.17839,26.5707061,0.02395029,39.79999924,5556.241943,1.792384028,576.6021423,15.03991413,1002.092255,2511.938354,12.99040651,12.99040651,1397.845459,43898,11.88692387,5150,0.90484625,-1.840220928,12.6115694,20002328.58,425996.3217,116.1349959,39.84499902,39.79999924,0,0,0.949650422,3.159057197,0,0,0,4.212076263,0,0.682908105,0.00687477,0.086060162,0.004640619,0,0,0,0.55758666,0.014534202,0,0,0,0.67772655,0.921098157,1.174747689,1.237031714,121,0.127415307,0.085346333,0,0.949650422,0.046039494,0.331811204,0.349403524,26379.17839,24.06979298,0.67772655,0
1747,0.974203744,29.94181674,13.11105149,40.2889861,2,17586.06439,57.80842446,0.027226057,40.20000076,5557.366699,1.776326716,574.6418457,15.16188145,1004.454559,2510.161621,13.12490606,13.12490606,1400.047852,43766.5,14.49410772,7109,0.850297143,-1.849301815,12.60556412,17108930,426851.863,116.1449959,39.84499902,40.20000076,0,0,0.949647477,15.79533496,2.106044662,2.106044662,0,20.00742429,0,1.023436624,0.009372424,0.086816182,0.688209255,2.34E-06,0,0.016874221,0.581258756,0.003752527,0,0,0,0.088881876,1.133473043,2.462633685,2.593208263,474,0.499132585,0.941104008,0,0.949647477,0.074097726,0.586338167,0.617427183,17586.06439,40.2889861,0.088881876,0
1748,0.62587779,29.18293124,8.590205016,68.3146128,2,15567.94372,57.24633438,0.02737004,40,5570.778723,1.78769898,564.8324336,15.29747587,1010.762888,2544.218833,13.3356287,13.3356287,1394.148712,44159.5,12.81952159,6895,0.82800625,-1.655354977,12.84832191,17943630,427707.404,116.1549959,39.84499902,40,0,0,0.949644567,3.159076674,1.053025558,1.053025558,0,29.48471563,0,0.569308678,0.00437506,0,0.878240747,0,0,0.005000065,0.501721527,0.003129534,0,0,0,0,0.528372432,1.738686755,1.830881591,447,0.470702424,1.262304383,0,0.949644567,0.105723982,0.835804126,0.880123106,15567.94372,68.3146128,0,0
1749,0.804748917,31.49258838,16.56276854,46.8801761,3,20644.38458,45.48600309,0.028344237,39.79999924,5557.585938,1.772894621,575.7877502,15.21046591,1005.417145,2509.964478,13.18399191,13.18399191,1400.48175,118852.678,16.43929672,6350,0.87468,-2.566583849,11.80700646,21335270,428562.9445,116.1649959,39.84499902,39.79999924,0,0,0.949641691,9.477258727,5.265143737,2.106057495,2.106057495,28.43177618,2.106057495,1.276345703,0,0,0.882936091,0,0,0,0.524525427,0.012502011,0,0,0.001250061,0,0.511521959,4.813953655,5.069231587,546,0.574953696,2.240595591,0.135160699,0.949641691,0.024954437,0.21246013,0.223726624,20644.38458,46.8801761,0,2.106057495
1750,1.402043208,27.68051912,5.461187791,47.87721935,0,18992.77697,52.51378303,0.029581162,40.20000076,5556.706543,1.764603138,573.2215576,15.27095127,1006.530945,2509.362793,13.24004078,13.24004078,1401.414917,46119,14.80879116,6004,0.920945,-1.613308668,12.90465832,20521586,429418.4846,116.1749959,39.84499902,40.20000076,0,0,0.949638849,4.212127595,0,0,1.053031899,0,0,0.500402423,0,0,0.274750806,0,0,0,0.684961956,0.032445622,0,0,0.003093965,0.635960556,1.031087413,3.348420787,3.525993899,163,0.171644199,0.483300327,0.620154514,0.949638849,0.014064309,0.105130965,0.11070626,18992.77697,47.87721935,0.635960556,1.053031899
